Alpha,Cl,Cd,Cm
-180.0,0.0,0.001,0.0
-178.57142857142856,0.06934501074705578,0.001,0.05714285714285779
-177.14285714285714,0.13869002149411155,0.001,0.11428571428571445
-175.71428571428572,0.20803503224116612,0.001,0.1714285714285711
-174.28571428571428,0.27738004298822194,0.001,0.2285714285714289
-172.85714285714286,0.34672505373527773,0.0010644486103450444,0.28571428571428553
-171.42857142857142,0.4160700644823335,0.00990774794888544,0.34285714285714336
-170.0,0.48541507522938804,0.02030704763997907,0.4
-168.57142857142858,0.5547600859764439,0.0322366372887901,0.4107824163705522
-167.14285714285714,0.6241050967234997,0.045667023856242384,0.4215648327411046
-165.7142857142857,0.6934501074705555,0.06056500488029479,0.432347249111657
-164.28571428571428,0.762795118217611,0.07689375090587723,0.44312966548220917
-162.85714285714283,0.832140128964667,0.0946128969186273,0.45391208185276155
-161.42857142857144,0.9014851397117215,0.11367864255518875,0.46469449822331355
-160.0,0.9708301504587773,0.13404386084102524,0.47547691459386593
-155.0,0.8592252145617449,0.21480126389815815,0.40728516738614906
-150.0,0.7881653819586264,0.3083859954893076,0.3390934201784322
-145.0,0.7349426615821297,0.41197213022865914,0.32348139632371736
-140.0,0.6879608024764368,0.5224327347467156,0.30786937246900253
-135.0,0.640791752025229,0.636434722121502,0.3090698826922654
-130.0,0.5898046923281667,0.7505399494518823,0.3102703929155282
-125.00000000000001,0.533086150941283,0.8613094881183214,0.316723174979738
-119.99999999999999,0.4698907238685051,0.9654079000234345,0.3231759570439478
-115.0,0.40033024417938495,1.059704353059172,0.3288654861356669
-110.0,0.32517673835421923,1.1413675052097771,0.33455501522738595
-105.0,0.24572175113932915,1.20795127614696,0.33563590172415464
-100.0,0.16366424636143503,1.257468902148981,0.3367167882209233
-95.0,0.08101342024737218,1.2884530262620006,0.3308583957396227
-90.0,5.572142936120457e-17,1.3,0.3250000032583221
-85.0,-0.08101342024737218,1.2884530262620006,0.31083789131151174
-80.0,-0.16366424636143503,1.257468902148981,0.29667577936470135
-75.0,-0.24572175113932915,1.20795127614696,0.2769982895541131
-70.0,-0.32517673835421923,1.1413675052097771,0.2573207997435248
-65.0,-0.40033024417938495,1.059704353059172,0.23482570670029415
-60.00000000000001,-0.4698907238685051,0.9654079000234345,0.21233061365706354
-55.0,-0.533086150941283,0.8613094881183216,0.18954664012407485
-50.0,-0.5898046923281665,0.7505399494518827,0.16676266659108618
-45.0,-0.640791752025229,0.636434722121502,0.1451521099720115
-40.0,-0.6879608024764367,0.5224327347467155,0.12354155335293683
-35.0,-0.7349426615821297,0.41197213022865875,0.10141513007164683
-30.000000000000004,-0.7881653819586261,0.30838599548930784,0.07928870679035685
-24.999999999999996,-0.8592252145617449,0.21480126389815815,0.03964435339517839
-20.0,-1.1771396339264566,0.14592872040193977,0.004646683703601367
-19.0,-1.5179839309194032,0.101457352677436,-0.01672003030100141
-18.0,-1.5726089551294506,0.06761621541920523,-0.02830126065868086
-17.0,-1.5706373982680002,0.04856439982195446,-0.03197214680458415
-16.0,-1.540435904388564,0.03712322754586211,-0.030057257952829312
-14.999999999999998,-1.4938829086856187,0.029674936497583848,-0.024910663590071554
-14.0,-1.4494398477934396,0.02296524207875096,-0.01619975337297779
-13.0,-1.3704819022954597,0.019429232837075927,-0.011851226188626367
-12.000000000000002,-1.2840708550823197,0.016523456492063583,-0.008298158063286813
-11.0,-1.1921177919826877,0.014269492953950903,-0.005320459603548763
-10.0,-1.100710608671699,0.012203999140904094,-0.0017396801972813542
-9.0,-1.0115449967431362,0.010448063163667667,0.002775416923348573
-8.0,-0.9157233738079285,0.009083769373508816,0.005833617040637516
-7.0,-0.7864384010378765,0.008663983303478165,0.0009966301981874429
-6.000000000000001,-0.6585254790150658,0.008176390697628533,-0.003364279585717867
-5.0,-0.5404171887057657,0.007453926021706572,-0.005070724442208832
-4.0,-0.43488980257257415,0.006524302429468267,-0.003458969028302704
-3.0000000000000004,-0.32816813892875624,0.005835568608107588,-0.0020863007500101587
-2.0,-0.2198658464297715,0.005402292909019166,-0.0011138984127497611
-1.0,-0.11019959139180355,0.005213437837873515,-0.00047951055313046206
0.0,7.48820901030045e-7,0.005166365413031091,-6.203687834536217e-15
1.0,0.1102026924226603,0.005253957123286143,0.00047909975611124005
2.0,0.21987379613513783,0.0054694049938513525,0.0011122424958442954
3.0000000000000004,0.32818427724870497,0.0058934815006573315,0.0020825573602402253
4.0,0.4349155643347296,0.006531307490535394,0.003452767689835194
5.0,0.5404470163845115,0.007378075193244357,0.0050635063824276075
6.000000000000001,0.6585574599396771,0.008350855448410077,0.0033566410886529717
7.0,0.7865006572209362,0.009352316432686917,-0.0010120916847938708
8.0,0.9157971381226949,0.010327477992675544,-0.005851943293268647
9.0,1.0114341311563702,0.011352442915636606,-0.002748606551747052
10.0,1.1006801281908443,0.012585923301224962,0.0017478958215607534
11.0,1.19222429299018,0.014183258919160953,0.005296018582028099
12.000000000000002,1.2842765119834625,0.01597789651426648,0.008250205312771179
13.0,1.3708246003740032,0.018261172268069628,0.011773572566168952
14.0,1.4499810872568193,0.020955742333180993,0.0160799474356464
14.999999999999998,1.4949618867550665,0.02581855822648272,0.024703361918496765
16.0,1.5419160344608613,0.03143426172911185,0.02980965114206692
17.0,1.5727018553738294,0.04050284816993194,0.031688919437393215
18.0,1.5753461349919269,0.05628332899595243,0.027986271355426667
19.0,1.5215053121313764,0.08508643266525384,0.01636888910785476
20.0,1.3869002149411103,0.13404386084102518,0.0
25.0,1.227464592231064,0.2148012638981582,-0.053503912368928104
29.999999999999996,1.1259505456551804,0.3083859954893078,-0.10700782473785617
35.0,1.0499180879744712,0.41197213022865875,-0.13144442013118554
40.0,0.9828011463949096,0.5224327347467155,-0.1558810155245149
45.0,0.91541678860747,0.636434722121502,-0.1755218721155347
49.99999999999999,0.842578131897381,0.7505399494518823,-0.19516272870655446
55.0,0.7615516442018329,0.8613094881183216,-0.2137277597394858
59.99999999999999,0.6712724626692933,0.9654079000234341,-0.23229279077241707
65.0,0.5719003488276928,1.059704353059172,-0.24998737873499077
70.0,0.46453819764888465,1.1413675052097771,-0.26768196669756444
75.0,0.35103107305618453,1.20795127614696,-0.2836051254602344
80.0,0.23380606623062147,1.257468902148981,-0.2995282842229044
85.0,0.11573345749624599,1.2884530262620006,-0.3122641437406133
90.0,7.960204194457797e-17,1.3,-0.3250000032583221
95.0,-0.08101342024737218,1.2884530262620006,-0.3308583957396227
100.0,-0.16366424636143503,1.257468902148981,-0.3367167882209233
105.0,-0.24572175113932915,1.20795127614696,-0.33563590172415464
110.0,-0.32517673835421923,1.1413675052097771,-0.33455501522738595
115.0,-0.40033024417938495,1.059704353059172,-0.3288654861356669
119.99999999999999,-0.4698907238685051,0.9654079000234345,-0.3231759570439478
125.00000000000001,-0.533086150941283,0.8613094881183214,-0.316723174979738
130.0,-0.5898046923281667,0.7505399494518823,-0.3102703929155282
135.0,-0.640791752025229,0.636434722121502,-0.3090698826922654
140.0,-0.6879608024764368,0.5224327347467156,-0.30786937246900253
145.0,-0.7349426615821297,0.41197213022865914,-0.32348139632371736
149.99999999999997,-0.788165381958626,0.3083859954893081,-0.3390934201784321
155.0,-0.8592252145617449,0.21480126389815815,-0.40728516738614895
160.0,-0.970830150458777,0.13404386084102524,-0.47547691459386576
161.42857142857144,-0.9014851397117215,0.11367864255518875,-0.47898021250902784
162.85714285714286,-0.8321401289646657,0.09461289691862695,-0.48248351042418985
164.28571428571428,-0.762795118217611,0.07689375090587723,-0.4859868083393518
165.7142857142857,-0.6934501074705555,0.06056500488029479,-0.48949010625451383
167.14285714285714,-0.6241050967234997,0.045667023856242384,-0.4929934041696759
168.57142857142858,-0.5547600859764439,0.0322366372887901,-0.496496702084838
170.0,-0.48541507522938804,0.02030704763997907,-0.5
171.42857142857142,-0.4160700644823335,0.00990774794888544,-0.42857142857142916
172.85714285714286,-0.34672505373527773,0.0010644486103450444,-0.35714285714285693
174.28571428571428,-0.27738004298822194,0.001,-0.28571428571428614
175.71428571428572,-0.20803503224116612,0.001,-0.21428571428571386
177.14285714285714,-0.13869002149411155,0.001,-0.14285714285714302
178.57142857142856,-0.06934501074705578,0.001,-0.07142857142857223
180.0,0.0,0.001,0.0
