Alpha,Cl,Cd,Cm
-180.0,0.0,0.023571631126749832,0.0
-178.73214285714283,0.06958216724339386,0.024202302638090426,0.05071428571428669
-177.46428571428572,0.13916433448678633,0.02609311225883831,0.1014285714285711
-176.19642857142858,0.20874650173017878,0.02924031886719567,0.15214285714285666
-174.92857142857144,0.27832866897357267,0.03363771685709811,0.2028571428571422
-173.66071428571428,0.34791083621696645,0.03927663542939765,0.2535714285714289
-172.39285714285714,0.41749300346035895,0.04614595560111554,0.30428571428571444
-171.12500000000003,0.48707517070375134,0.05423213201729932,0.35499999999999887
-169.85714285714286,0.5566573379471453,0.06351921952275018,0.4004985016740541
-168.5892857142857,0.6262395051905392,0.07398890444156277,0.4049227040312841
-167.32142857142858,0.6958216724339316,0.08562054050319629,0.40934690638851395
-166.05357142857144,0.7654038396773241,0.09839118934469168,0.41377110874574385
-164.7857142857143,0.8349860069207179,0.11227566550968256,0.41819531110297375
-163.51785714285714,0.9045681741641118,0.12724658585603962,0.42261951346020377
-162.25,0.9741503414075042,0.1432744232753519,0.4270437158174337
-157.08928571428572,0.8463481603885141,0.21872911051469593,0.40191066536045084
-151.92857142857144,0.7726248751586284,0.3086680231575204,0.3434290299190783
-146.76785714285717,0.7217761210304335,0.41015823934209766,0.3145615034137112
-141.60714285714286,0.6789672048287252,0.5198889028756676,0.30336427395303256
-136.44642857142856,0.6363067986156961,0.63427858793135,0.30230495971269866
-131.28571428571428,0.5894241123233486,0.749591451843633,0.30583063225543516
-126.12500000000001,0.5360138285535905,0.8620584148759131,0.3124988057441366
-120.96428571428572,0.4751353181896329,0.9679994429028138,0.3202096523577664
-115.80357142857142,0.4068333674864895,1.0639429730346737,0.32678423152887964
-110.64285714285714,0.3319058884688323,1.1467386144758205,0.33309771094724433
-105.48214285714286,0.25174168082463866,1.2136594743676403,0.33502487058845964
-100.32142857142857,0.16819229808632408,1.2624907939856593,0.33632788986612805
-95.16071428571429,0.08346086398162805,1.2916020235762748,0.3308877248466231
-90.0,5.572142936120457e-17,1.3,0.3249996730472321
-84.83928571428571,-0.08346086398162805,1.2916020235762748,0.3122443127075211
-79.67857142857143,-0.16819229808632408,1.2624907939856593,0.29911311355056314
-74.51785714285714,-0.25174168082463866,1.2136594743676403,0.28032345220060767
-69.35714285714285,-0.3319058884688323,1.1467386144758205,0.2611092204691409
-64.19642857142857,-0.40683336748648974,1.0639429730346737,0.23891120244538633
-59.035714285714285,-0.4751353181896329,0.9679994429028138,0.21656331749488755
-53.875,-0.5360138285535903,0.8620584148759135,0.1935632338817059
-48.714285714285715,-0.5894241123233486,0.7495914518436332,0.17080814999190497
-43.55357142857143,-0.6363067986156961,0.6342785879313498,0.14879146804618198
-38.39285714285714,-0.6789672048287252,0.5198889028756676,0.1268443548890672
-33.232142857142854,-0.7217761210304335,0.41015823934209794,0.10505106605343072
-28.071428571428577,-0.7726248751586281,0.3086680231575206,0.07893386117075726
-22.91071428571429,-0.8463481603885141,0.21872911051469593,0.04557009328332728
-17.75,-1.1821485217809635,0.17274996468904927,-0.0021
-17.5,-1.3966484028670523,0.18701829047348686,-0.006
-17.25,-1.4031501035796823,0.17214569910988586,-0.0098
-17.0,-1.4089517378672094,0.1578393383922191,-0.0135
-16.75,-1.4138432858021024,0.14427289356441272,-0.0169
-16.5,-1.4169846676742375,0.13166473137573753,-0.0201
-16.25,-1.4181658635560839,0.1201107454697928,-0.023
-16.0,-1.4172468601626207,0.10963244618302125,-0.0256
-15.75,-1.4142976641363587,0.10020278288218398,-0.0277
-15.5,-1.4094582887623184,0.09179310584485692,-0.0294
-15.25,-1.4030087606105406,0.08424174678910445,-0.0306
-14.999999999999998,-1.3951590996085566,0.07746159439277954,-0.0314
-14.750000000000002,-1.3861893323264078,0.07134557069018707,-0.0318
-14.500000000000002,-1.376309478691625,0.06578080826216293,-0.0317
-14.250000000000002,-1.3652395121341667,0.06079728960694647,-0.0313
-14.0,-1.353399472509095,0.05626845369699372,-0.0305
-13.75,-1.3404393266038583,0.05221535265574909,-0.0295
-13.5,-1.326499087703477,0.048578254068525256,-0.0282
-13.25,-1.3147290547209158,0.04452688386324039,-0.0265
-13.0,-1.3007188091780244,0.04117662673623098,-0.0247
-12.75,-1.2855184507124577,0.03824285140908916,-0.0229
-12.5,-1.2695480191792776,0.03557461284524642,-0.0209
-12.25,-1.2524574813659326,0.033188741135637696,-0.0191
-12.000000000000002,-1.233476764204809,0.03114058755905537,-0.0176
-11.75,-1.2136559673335616,0.029286799176739948,-0.0163
-11.5,-1.1935551438922734,0.02750243406354699,-0.015
-11.25,-1.1733843138084743,0.025736221245194802,-0.0137
-11.0,-1.15195336415949,0.024291728657592725,-0.0126
-10.75,-1.1298923547279127,0.023005454424084415,-0.0116
-10.5,-1.1074813120837839,0.021815952689950936,-0.0106
-10.25,-1.085280289367186,0.020597203921457266,-0.0096
-10.0,-1.0630792666505882,0.019377659452618542,-0.0085
-9.75,-1.0402481841513973,0.01833767723451911,-0.0075
