Alpha,Cl,Cd,Cm
-180.0,0.0,0.9083752663228299,0.0
-177.85714285714286,0.13691986136407974,0.9097415271114837,0.0
-175.71428571428572,0.27383972272815776,0.9138300340543508,0.0
-173.57142857142858,0.41075958409223756,0.9206099244971476,0.0
-171.42857142857142,0.5476794454563173,0.9300299811381537,0.0
-169.2857142857143,0.6845993068203954,0.942018927285439,0.0
-167.14285714285714,0.8215191681844751,0.956485851473105,0.0
-165.00000000000003,0.9584390295485532,0.9733207492516218,0.0
-162.85714285714286,1.0953588909126328,0.9923951790756729,0.0
-160.71428571428572,1.2322787522767127,1.013563028564591,0.0
-158.57142857142858,1.3691986136407908,1.0366613867830698,0.0
-156.42857142857144,1.5061184750048706,1.061511517586857,0.0
-154.28571428571428,1.6430383363689502,1.0879199285029688,0.0
-152.14285714285717,1.779958197733028,1.1156795290698847,0.0
-150.0,1.9168780590971082,1.1445708720531595,0.0
-145.71428571428572,1.6645145857565082,1.2048171829939602,0.0
-141.42857142857142,1.4577346503221713,1.2667078400287877,0.0
-137.14285714285714,1.2807155087122857,1.3281848022219895,0.0
-132.85714285714286,1.123587718681532,1.3871327599357013,0.0
-128.57142857142858,0.9800563539176883,1.44143053700556,0.0
-124.28571428571429,0.846117360617574,1.4890029727090583,0.0
-120.00000000000001,0.7193189751801464,1.5278720994122383,0.0
-115.71428571428571,0.5983116856034121,1.556206445704165,0.0
-111.42857142857143,0.482558738984323,1.5723673350433,0.0
-107.14285714285715,0.3721397607322132,1.5749511155564784,0.0
-102.85714285714286,0.26761041552337334,1.5628263461922023,0.0
-98.57142857142858,0.16989710679089487,1.5351650759423614,0.0
-94.28571428571429,0.08021464160231485,1.4914674838255226,0.0
-90.0,6.136126504074482e-17,1.431579294850376,0.0
-85.71428571428571,-0.08021464160231485,1.4914674838255226,0.0
-81.42857142857143,-0.1698971067908946,1.5351650759423612,0.0
-77.14285714285714,-0.26761041552337334,1.5628263461922023,0.0
-72.85714285714285,-0.3721397607322132,1.5749511155564784,0.0
-68.57142857142857,-0.482558738984323,1.5723673350433,0.0
-64.28571428571429,-0.5983116856034121,1.556206445704165,0.0
-59.99999999999999,-0.7193189751801461,1.5278720994122388,0.0
-55.714285714285715,-0.8461173606175739,1.4890029727090581,0.0
-51.42857142857143,-0.9800563539176883,1.44143053700556,0.0
-47.14285714285714,-1.123587718681532,1.3871327599357013,0.0
-42.857142857142854,-1.2807155087122855,1.3281848022219895,0.0
-38.57142857142857,-1.4577346503221713,1.2667078400287877,0.0
-34.285714285714285,-1.6645145857565073,1.2048171829939605,0.0
-29.999999999999996,-2.0503495700550105,1.2880750834517678,0.0
-29.393939393939394,-2.1394234126113156,1.3764387887297747,0.0
-28.78787878787879,-2.093459799409241,1.324229203001726,0.0
-28.181818181818183,-2.0449267876162454,1.2705585176701824,0.0
-27.575757575757574,-1.9963670814992927,1.2182990221321108,0.0
-26.96969696969697,-1.9477806810583829,1.1674134927113982,0.0
-26.363636363636367,-1.8991675862935167,1.1178663587345476,0.0
-25.757575757575758,-1.8505277972046934,1.069623617647863,0.0
-25.151515151515152,-1.801861313791913,1.02265275551521,0.0
-24.545454545454547,-1.7531681360551763,0.9769226725091036,0.0
-23.939393939393938,-1.7044482639944816,0.9324036130396741,0.0
-23.333333333333332,-1.6557016976098309,0.8890671001949569,0.0
-22.727272727272727,-1.6069284369012231,0.8468858741922309,0.0
-22.12121212121212,-1.5581284818686585,0.8058338345640987,0.0
-21.515151515151516,-1.5093018325121368,0.7658859858248106,0.0
-20.90909090909091,-1.4604484888316587,0.7270183863822732,0.0
-20.303030303030305,-1.411568450827223,0.6892081004793698,0.0
-19.696969696969695,-1.3626617184988303,0.6524331529648727,0.0
-19.09090909090909,-1.3137282918464814,0.6166724867094431,0.0
-18.484848484848484,-1.2647681708701755,0.5819059224961678,0.0
-17.87878787878788,-1.2157813555699126,0.5481141212278744,0.0
-17.272727272727273,-1.1667678459456927,0.5152785483051974,0.0
-16.666666666666668,-1.1177276419975162,0.4833814400401478,0.0
-16.060606060606062,-1.0686607437253826,0.45240577197985016,0.0
-15.454545454545455,-1.0195671511292916,0.4223352290242266,0.0
-14.848484848484848,-0.9704468642092443,0.3931541772298053,0.0
-14.242424242424242,-0.9212998829652401,0.36484763719956625,0.0
-13.636363636363637,-0.872126207397279,0.33740125896588247,0.0
-13.030303030303031,-0.8568890120677642,0.24837363876765303,0.0
-12.424242424242424,-0.8799873398942011,0.11824400078154074,0.0
-11.818181818181818,-0.8982265909510041,0.0015600721471415169,0.0
-11.212121212121215,-0.8330250383706108,0.002613218868440865,0.0
-10.606060606060606,-0.7679750279056679,0.0035151350130397455,0.0
-10.0,-0.7030765595561754,0.004280749408884742,0.0
-9.393939393939394,-0.6383296333221338,0.004924723877974971,0.0
-8.787878787878787,-0.5737342492035423,0.005461468429468425,0.0
-8.181818181818182,-0.5092904072004014,0.00590515586982456,0.0
-7.575757575757576,-0.44499810731271106,0.006269735868660942,0.0
-6.96969696969697,-0.380857349540471,0.0065689485168163204,0.0
-6.363636363636363,-0.31686813388368157,0.006816337411097382,0.0
-5.757575757575758,-0.2530304603423426,0.00702526229833238,0.0
-5.151515151515151,-0.1893443289164541,0.007208911309640737,0.0
-4.545454545454546,-0.12580973960601619,0.007380312814254934,0.0
-3.939393939393939,-0.06242669241102856,0.0075523469207794056,0.0
-3.3333333333333335,0.0008048126685084399,0.007737756652441289,0.0
-2.727272727272727,0.06388477563259501,0.007949158821665196,0.0
-2.121212121212121,0.12681319648123113,0.008199054628185336,0.0
